"AOSNUMBER","NEWAOSNUMBER (ORI9)","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","TECH ABV","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS001868","OH0750000BWC","Sidney","Shelby County County","OH","Shelby County Sheriff's Office","Sheriff","In January 2022, Ohio Governor Mike DeWine awarded $81,000.00 to the Shelby County Sheriff's Office for expenses associated with launching or maintaining body-worn camera programs.","County","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001869","OH0280600BWC","South Russell","Geauga County","OH","South Russell Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $20,009.00 to the South Russell Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001870","OH0772500BWC","Springfield Township","Summit County","OH","Springfield Township Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $13,250.00 to the Springfield Township Police Department for expenses associated with launching or maintaining body-worn camera programs. The Springfield Township Police Department received an additional $244,839 grant for body-worn cameras from the Ohio Department of Public Safety in December 2022.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","https://content.govdelivery.com/attachments/OHIOGOVERNOR/2022/12/14/file_attachments/2354974/ocjs-bwc-grant-awards_round%202.pdf","","Ohio Department of Public Safety","","12/16/2022",""
"AOS001871","OH0671200BWC","Streetsboro","Portage County","OH","Streetsboro Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $6,876.00 to the Streetsboro Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001872","OH0500800BWC","Struthers","Mahoning County","OH","Struthers Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $13,250.00 to the Struthers Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001874","OH0480700BWC","Toledo","Lucas County","OH","Toledo Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $32,541.50 to the Toledo Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001875","OH0771400BWC","Twinsburg","Summit County","OH","Twinsburg Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $12,696.00 to the Twinsburg Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001876","CA0420300BWC","Santa Barbara","Santa Barbara County","CA","Santa Barbara Police Department","Police","The Santa Barbara Police Department began using Motorola body-worn cameras in 2021.","Municipal","Body-worn Cameras","","Motorola","https://santabarbaraca.gov/press-releases/santa-barbara-police-department-issues-body-worn-cameras-officers","","City of Santa Barbara created the link. It is a press release.","","03/09/2022","https://www.ksby.com/news/local-news/santa-barbara-police-dept-testing-body-cams-for-officers","","KSBY","","03/10/2022","","","","","",""
"AOS001877","OH0762500BWC","Uniontown","Stark County","OH","Uniontown Police Department","Police","The Uniontown Police Department received $20,000 from the Bureau of Justice Assistance to purchase 20 body-worn cameras through the 2022 Small, Rural, Tribal BWC Microgrant program. In January 2022, Ohio Governor Mike DeWine awarded $40,000.00 to the Uniontown Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","https://www.srtbwc.com/micro-grantees-data-download/","","Small, Rural, and Tribal Body-Worn Camera microgrant grantee list","","12/29/2021",""
"AOS001878","XX0000345BWC","University Circle","Cuyahoga County","OH","University Circle Police","Police","In January 2022, Ohio Governor Mike DeWine awarded $31,812.00 to the University Circle Police for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001879","OH0772800BWC","Akron","Summit County","OH","University of Akron Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $204,471.35 to the University of Akron Police Department for expenses associated with launching or maintaining body-worn camera programs.","University","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001880","OH0250900BWC","Upper Arlington","Franklin County","OH","Upper Arlington Police Division","Police","In January 2022, Ohio Governor Mike DeWine awarded $62,355.00 to the Upper Arlington Police Division for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001881","OH0880200BWC","Upper Sandusky","Wyandot County","OH","Upper Sandusky Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $29,690.00 to the Upper Sandusky Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001882","OH0185300BWC","Valley View","Cuyahoga County","OH","Valley View Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $17,711.00 to the Valley View Police Department for expenses associated with launching or maintaining body-worn camera programs. The Valley View Police Department received an additional $4,521 grant for body-worn cameras from the Ohio Department of Public Safety in December 2022.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","https://content.govdelivery.com/attachments/OHIOGOVERNOR/2022/12/14/file_attachments/2354974/ocjs-bwc-grant-awards_round%202.pdf","","Ohio Department of Public Safety","","12/16/2022",""
"AOS001883","OH0252300BWC","Obetz","Franklin County","OH","Obetz Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $75,959.36 to the Obetz Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001884","OH0601000BWC","South Zanesville","Muskingum County","OH","South Zanesville Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $5,000.00 to the South Zanesville Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001885","OH0185400BWC","Walton Hills","Cuyahoga County","OH","Walton Hills Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $30,340.00 to the Walton Hills Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001886","OH0551200BWC","West Milton","Miami County","OH","West Milton Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $22,605.00 to the West Milton for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001887","CA0310500BWC","Roseville","Placer County","CA","Roseville Police Department","Police","The Roseville Police Department outfitted officers with LensLock body-worn cameras in 2021, at a cost of $750,000 over five years.","Municipal","Body-worn Cameras","","LensLock","https://fox40.com/news/local-news/roseville-city-council-unanimously-approves-body-cameras-for-police-department/","","Fox40","","07/08/2021","https://www.roseville.ca.us/news/what_s_happening_in_roseville/roseville_police_start_body_camera_program","","City of Roseville California","","09/13/2021","","","","","",""
"AOS001888","OH0251100BWC","Whitehall","Franklin County","OH","Whitehall Division of Police","Police","In January 2022, Ohio Governor Mike DeWine awarded $46,675.00 to the Whitehall Division of Police for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001889","OH0481200BWC","Whitehouse","Lucas County","OH","Whitehouse Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $10,324.00 to the Whitehouse Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
"AOS001890","OH0131300BWC","Williamsburg","Clermont County","OH","Williamsburg Police Department","Police","In January 2022, Ohio Governor Mike DeWine awarded $11,140.04 to the Williamsburg Police Department for expenses associated with launching or maintaining body-worn camera programs.","Municipal","Body-worn Cameras","","","https://governor.ohio.gov/wps/wcm/connect/gov/361b7734-7bca-4d6b-98e4-3cacb55fc5a3/ocjs-bwc-grant-awards-2022.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_K9I401S01H7F40QBNJU3SO1F56-361b7734-7bca-4d6b-98e4-3cacb55fc5a3-nWe5Zi1","","Office of the Governor","","01/24/2022","https://governor.ohio.gov/media/news-and-media/governor-dewine-awards-body-worn-camera-grants-to-100-law-enforcement-agencies-01242022","","Office of the Governor","","01/24/2022","","","","","",""
